Estado,Municipio,Parroquia,Centro,Número de Electores escrutados.,Número de Actas Procesadas.,Número total de Votos Nulos.,Número Total de Votantes que votaron realmente.,HUGO CHAVEZ,Número total de Votos Válidos.,ORLANDO CHIRINO,REINA SEQUERA,LUIS REYES,Número de Actas Esperadas.,Número de Electores Esperados.,MARIA BOLIVAR,HENRIQUE CAPRILES RADONSKI,Número de Votos Escrutados.
EDO. FALCON,MP. COLINA,PQ. ACURIGUA,ESCUELA PRIMARIA BOLIVARIANA EL PASO DE ACURIGUA,430,1,5,360,200,355,0,1,0,0,154,360
EDO. FALCON,MP. COLINA,PQ. GUAIBACOA,ESCUELA BÁSICA BOLIVARIANA GUAIBACOA,634,2,7,498,274,491,0,2,0,0,215,498
EDO. FALCON,MP. FEDERACION,PQ. MAPARARI,ESCUELA NACIONAL CAMBULLON,233,1,5,173,126,168,0,1,0,0,41,173
EDO. FALCON,MP. FEDERACION,PQ. MAPARARI,ESCUELA ESTADAL PARACOTO,212,1,4,145,135,141,0,1,0,0,5,145
EDO. FALCON,MP. FEDERACION,PQ. MAPARARI,ESCUELA ESTADAL EL ROBLE,432,1,9,334,221,325,0,4,0,0,100,334
EDO. FALCON,MP. FEDERACION,PQ. MAPARARI,ESCUELA ESTADAL DUVISI,283,1,4,212,150,208,0,0,2,0,56,212
EDO. FALCON,MP. FEDERACION,PQ. MAPARARI,ESCUELA BASICA EL DOCORAL,80,1,2,70,61,68,0,0,0,0,7,70
EDO. FALCON,MP. FEDERACION,PQ. MAPARARI,ESCUELA PRIMARIA BELLA  VISTA,202,1,4,120,76,116,0,2,0,0,38,120
EDO. FALCON,MP. FEDERACION,PQ. MAPARARI,ESCUELA BOLIVARIANA  SAN PEDRO,182,1,3,142,114,139,0,0,0,0,25,142
EDO. FALCON,MP. FEDERACION,PQ. MAPARARI,ESCUELA BÁSICA BOLIVARIANA MAXIMILIANO ITURBE,1780,3,42,1304,677,1262,1,3,1,0,580,1304
EDO. FALCON,MP. FEDERACION,PQ. MAPARARI,ESCUELA ESTADAL LA GARZA,252,1,2,185,149,183,0,1,0,0,33,185
EDO. FALCON,MP. FEDERACION,PQ. MAPARARI,ESCUELA PRIMARIA  EL TURAL,669,2,34,498,360,464,0,2,1,0,101,498
EDO. FALCON,MP. FEDERACION,PQ. MAPARARI,ESCUELA BASICA BOLIVARIANA LA PLAZA,327,1,9,296,251,287,0,3,1,0,32,296
EDO. FALCON,MP. FEDERACION,PQ. AGUA LARGA,UNIDAD EDUCATIVA RAFAELA P. DE SIERRA,707,2,12,525,379,513,0,4,0,0,130,525
EDO. FALCON,MP. FEDERACION,PQ. AGUA LARGA,ESCUELA BASICA CIRO JOSE MALDONADO,721,2,8,536,391,528,0,5,0,0,132,536
EDO. FALCON,MP. FEDERACION,PQ. AGUA LARGA,ESCUELA ESTADAL JUAN GIL,121,1,2,78,39,76,0,1,0,0,36,78
EDO. FALCON,MP. FEDERACION,PQ. AGUA LARGA,ESCUELA BÁSICA ESTADAL MAPORAL ARRIBA,138,1,2,133,94,131,0,0,0,0,37,133
EDO. FALCON,MP. FEDERACION,PQ. AGUA LARGA,ESCUELA BASICA BOLIVARIANA ARAJU,145,1,1,126,120,125,0,0,0,0,5,126
EDO. FALCON,MP. FEDERACION,PQ. AGUA LARGA,ESCUELA ESTADAL NAFIA,145,1,2,104,78,102,0,0,0,0,24,104
EDO. FALCON,MP. FEDERACION,PQ. AGUA LARGA,ESCUELA ESTADAL TAPAROY,169,1,1,111,102,110,1,1,0,0,6,111
EDO. FALCON,MP. FEDERACION,PQ. AGUA LARGA,ESCUELA ESTADAL UNITARIA EL BALCON,92,1,0,80,74,80,0,1,0,0,5,80
EDO. FALCON,MP. FEDERACION,PQ. CHURUGUARA,ESCUELA BOLIVARIANA  POZO LARGO,239,1,7,160,132,153,1,1,0,0,19,160
EDO. FALCON,MP. FEDERACION,PQ. CHURUGUARA,ESCUELA BOLIVARIANA  LOS RALONES,216,1,5,116,68,111,1,1,0,0,41,116
EDO. FALCON,MP. FEDERACION,PQ. CHURUGUARA,ESCUELA BASICA OCTAVIO R. PETIT,1178,2,14,996,433,982,0,3,1,0,545,996
EDO. FALCON,MP. FEDERACION,PQ. CHURUGUARA,ESCUELA BOLIVARIANA  EL CACURO,485,1,10,355,252,345,1,0,0,0,92,355
EDO. FALCON,MP. FEDERACION,PQ. CHURUGUARA,ESCUELA CONCENTRADA EL PARAMITO,127,1,1,104,93,103,0,1,0,0,9,104
EDO. FALCON,MP. FEDERACION,PQ. CHURUGUARA,ESCUELA ESTADAL  POZO REDONDO,382,1,6,276,188,270,0,1,0,0,81,276
EDO. FALCON,MP. FEDERACION,PQ. CHURUGUARA,ESCUELA BÁSICA BOLIVARIANA CHURUGUARA,2402,5,31,1921,1038,1890,0,9,2,0,841,1921
EDO. FALCON,MP. FEDERACION,PQ. CHURUGUARA,ESCUELA BÁSICA BOLIVARIANA PADRE ALDANA,3074,6,59,2327,981,2268,2,13,3,2,1267,2327
EDO. FALCON,MP. FEDERACION,PQ. CHURUGUARA,ESCUELA BASICA LAS COLINAS,158,1,1,79,42,78,0,0,0,0,36,79
EDO. FALCON,MP. FEDERACION,PQ. CHURUGUARA,ESCUELA BASICA BOLIVARIANA LA SABANITA,352,1,10,326,236,316,0,2,0,0,78,326
EDO. FALCON,MP. FEDERACION,PQ. CHURUGUARA,UNIDAD EDUCATIVA COLEGIO SAN GABRIEL,733,2,13,667,247,654,1,2,0,1,403,667
EDO. FALCON,MP. FEDERACION,PQ. CHURUGUARA,ESCUELA NACIONAL CONCENTRADA LA TUNITA,52,1,0,45,44,45,0,0,0,0,1,45
EDO. FALCON,MP. FEDERACION,PQ. CHURUGUARA,ESCUELA BASICA LIBERTADOR SIMON BOLIVAR,1225,3,28,996,564,968,0,6,1,1,396,996
EDO. FALCON,MP. FEDERACION,PQ. EL PAUJI,COMPLEJO EDUCATIVO BOLIVARIANO BARRIO NUEVO,744,2,15,572,497,557,0,1,2,0,57,572
EDO. FALCON,MP. FEDERACION,PQ. EL PAUJI,ESCUELA BASICA BOLIVARIANA MAPARA,350,1,13,305,240,292,0,3,0,0,49,305
EDO. FALCON,MP. FEDERACION,PQ. EL PAUJI,ESCUELA DOLORES ALVAREZ,1264,3,16,919,638,903,0,3,0,0,262,919
EDO. FALCON,MP. FEDERACION,PQ. INDEPENDENCIA,ESCUELA ESTADAL SURUY,226,1,4,168,89,164,0,3,0,0,72,168
EDO. FALCON,MP. FEDERACION,PQ. INDEPENDENCIA,ESCUELA ESTADAL GUARABAL,178,1,2,157,134,155,0,0,0,0,21,157
EDO. FALCON,MP. FEDERACION,PQ. INDEPENDENCIA,ESCUELA ESTADAL TUPI,222,1,1,157,73,156,0,2,1,0,80,157
EDO. FALCON,MP. FEDERACION,PQ. INDEPENDENCIA,ESCUELA ESTADAL EL RELOJ,108,1,2,84,70,82,0,0,0,0,12,84
EDO. FALCON,MP. LOS TAQUES,PQ. LOS TAQUES,ESCUELA BÁSICA BOLIVARIANA AMUAY,2557,5,47,2126,1358,2079,1,16,0,0,704,2126
EDO. FALCON,MP. LOS TAQUES,PQ. LOS TAQUES,ESCUELA BÁSICA BOLIVARIANA EL HOYITO,532,1,7,432,295,425,0,3,0,0,127,432
EDO. FALCON,MP. LOS TAQUES,PQ. LOS TAQUES,ESCUELA BÁSICA BOLIVARIANA CUMUJACOA,449,1,11,384,222,373,0,3,0,0,148,384
EDO. FALCON,MP. LOS TAQUES,PQ. LOS TAQUES,CENTRO DE EDUCACIÓN INICIAL LOS TAQUES,1927,4,47,1575,882,1528,0,5,1,0,640,1575
EDO. FALCON,MP. LOS TAQUES,PQ. LOS TAQUES,ESCUELA BÁSICA BOLIVARIANA JAYANA,1319,3,19,1111,777,1092,0,11,1,0,303,1111
EDO. FALCON,MP. LOS TAQUES,PQ. LOS TAQUES,ESCUELA BÁSICA BOLIVARIANA TACAL,580,1,9,444,329,435,0,2,1,0,103,444
EDO. FALCON,MP. LOS TAQUES,PQ. LOS TAQUES,ESCUELA BOLIVARIANA GUANADITO,1493,3,23,1289,635,1266,0,5,0,1,625,1289
EDO. FALCON,MP. LOS TAQUES,PQ. LOS TAQUES,ESCUELA BÁSICA LOS TAQUES,3043,6,77,2533,1418,2456,1,11,1,0,1025,2533
EDO. FALCON,MP. LOS TAQUES,PQ. LOS TAQUES,ESCUELA BÁSICA JOSÉ ANTONIO VELASCO,2417,5,53,1960,1338,1907,1,17,0,0,551,1960
EDO. FALCON,MP. LOS TAQUES,PQ. LOS TAQUES,ESCUELA BÁSICA NACIONAL EL OASIS,1742,3,31,1540,1198,1509,0,6,0,1,304,1540
EDO. FALCON,MP. LOS TAQUES,PQ. JUDIBANA,ESCUELA BÁSICA BOLIVARIANA CREOLANDIA,3731,7,68,3064,2141,2996,1,17,1,0,836,3064
EDO. FALCON,MP. LOS TAQUES,PQ. JUDIBANA,ESCUELA BÁSICA BOLIVARIANA DON RÓMULO BETANCOURT,3704,7,64,3156,2344,3092,1,15,0,1,731,3156
EDO. FALCON,MP. LOS TAQUES,PQ. JUDIBANA,COMPLEJO EDUCATIVO AUTONOMO SIMON BOLIVAR,4073,8,30,3493,1230,3463,0,11,1,2,2219,3493
EDO. FALCON,MP. LOS TAQUES,PQ. JUDIBANA,ESCUELA BASICA BOLIVARIANA 4 DE FEBRERO,2084,4,43,1667,1250,1624,0,11,0,3,360,1667
EDO. FALCON,MP. LOS TAQUES,PQ. JUDIBANA,UNIDAD EDUCATIVA DON BOSCO,2539,5,34,2183,674,2149,0,12,0,1,1462,2183
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,ESCUELA BASICA CAJA DE AGUA,3442,6,37,2926,1631,2889,0,24,0,0,1234,2926
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,CENTRO DE EDUCACION INICIAL ANTONIO JOSE DE SUCRE,886,2,7,810,591,803,0,4,0,0,208,810
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,C.E.I OLGA RODRIGUEZ DE CURIEL,547,1,6,483,344,477,0,1,0,0,132,483
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,CENTRO DE CAPACITACION INTEGRAL JESUS DE NAZARETH,524,1,4,464,404,460,0,1,0,0,55,464
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,ESCUELA BOLIVARIANA SIMÓN RODRÍGUEZ,1448,3,18,1137,845,1119,0,5,1,0,268,1137
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,UNIDAD EDUCATIVA INSTITUTO PARAGUANA,1729,3,43,1510,820,1467,0,10,1,0,636,1510
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,ESCUELA BOLIVARIANA EZEQUIEL ZAMORA,1427,3,18,1277,944,1259,0,7,0,0,308,1277
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,COMPLEJO SOCIOCULTURAL SANTA ROSALIA,427,1,1,366,290,365,0,1,0,0,74,366
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,ESCUELA BÁSICA ANTIGUO AEROPUERTO,3039,6,37,2586,1551,2549,0,18,0,1,979,2586
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,INSTITUTO SOCIALISTA DE PESCA Y ACUICULTURA,1028,2,27,733,444,706,0,4,0,1,257,733
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,ESCUELA BOLIVARIANA JOSEFA VICTORIANA RIERA,2480,5,31,1960,1363,1929,0,9,0,1,556,1960
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,CENTRO DE EDUCACION INICIAL UNIÓN,1661,3,31,1436,1219,1405,0,2,0,0,184,1436
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,ESCUELA BASICA BOLIVARIANA ESTEBAN SMITH MONZON,3796,7,62,3091,2035,3029,1,17,2,1,973,3091
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,ESCUELA BASICA ALEJANDRO IBARRA,2948,5,35,2367,1131,2332,1,7,1,0,1192,2367
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,SALON DE USOS MULTIPLES INGENIERO CARLOS MILANO,200,1,5,189,134,184,0,1,0,0,49,189
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,INSTITUTO DE PREVISIÓN Y ASISTENCIA SOCIAL DEL MINISTERIO DE EDUCACION. IPASME,2377,5,30,1934,890,1904,0,8,4,1,1001,1934
EDO. FALCON,MP. CARIRUBANA,PQ. NORTE,UNIDAD EDUCATIVA CARLOS DIEZ DEL CIERVO,5785,11,84,4847,2794,4763,1,39,1,3,1925,4847
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,ESCUELA BOLIVARIANA MACHORUCA,378,1,3,308,232,305,0,2,0,1,70,308
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,ESCUELA BOLIVARIANA CASETO,585,1,5,483,381,478,0,3,0,0,94,483
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,ESCUELA BOLIVARIANA POLITA D' LIMA,2706,5,69,2196,1571,2127,0,16,0,1,539,2196
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,ESCUELA BASICA BOLIVARIANA PUENTE DEL CAYUDE,301,1,2,284,254,282,0,0,0,0,28,284
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,ESCUELA BOLIVARIANA NARCISO ANTONIO GARCIA,2599,5,42,2182,1169,2140,0,12,1,0,958,2182
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,ESCUELA BOLIVARIANA EL TAQUE,246,1,5,226,152,221,0,0,0,0,69,226
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,LICEO BOLIVARIANO TACUATO,246,1,2,229,195,227,0,4,0,0,28,229
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,ESCUELA BOLIVARIANA LA RINCONADA,463,1,6,422,329,416,0,2,0,0,85,422
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,ESCUELA BOLIVARIANA MAITIRUMA,362,1,4,295,214,291,0,2,0,1,74,295
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,ESCUELA BOLIVARIANA MISARAY,335,1,3,269,178,266,0,5,0,0,83,269
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,ESCUELA BOLIVARIANA EL CERRITO,272,1,3,206,159,203,0,0,0,0,44,206
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,ESCUELA BOLIVARIANA DABADUVARE,60,1,2,58,44,56,0,1,0,0,11,58
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,ESCUELA BOLIVARIANA CERRO ATRAVESADO,151,1,2,148,135,146,0,1,0,0,10,148
EDO. FALCON,MP. CARIRUBANA,PQ. SANTA ANA,ESCUELA BOLIVARIANA VÍA SANTA ANA,2314,4,41,1920,1518,1879,0,10,2,0,349,1920
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA TECNICA ROBINSONIANA COMERCIAL PUNTO FIJO,2888,5,27,2190,911,2163,1,8,0,2,1241,2190
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,LICEO BOLIVARIANO JOSÉ LADISLAO ANDARA,3485,7,58,2826,1751,2768,1,22,3,2,989,2826
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,UNIDAD EDUCATIVA ITALO VENEZOLANO CRISTO REY,290,1,1,254,88,253,1,0,0,0,164,254
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA BOLIVARIANA MENE GRANDE,3827,7,81,2960,1540,2879,2,12,1,0,1324,2960
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,INSTITUTO DE EDUCACION ESPECIAL LUZ Y HOGAR,1443,3,22,1251,471,1229,0,5,0,2,751,1251
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA BÁSICA MANUELA AULAR DE HERNANDEZ,2043,4,22,1628,1012,1606,0,11,1,0,582,1628
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,CENTRO DE EDUCACION INICIAL DOÑA CARMEN VALVERDE,1339,3,32,1103,611,1071,0,6,1,0,453,1103
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,UNIDAD EDUCATIVA NAZARETH FE Y ALEGRIA,3587,7,50,2950,1611,2900,5,14,2,6,1262,2950
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA BOLIVARIANA HECTOR M. PEÑA,3148,6,57,2514,1912,2457,1,17,1,2,524,2514
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA BASICA PUNTO FIJO,3174,6,48,2510,1181,2462,1,20,1,0,1259,2510
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,CENTRO DE EDUCACION INTEGRAL RESURRECCION,2560,5,53,2148,1378,2095,0,11,0,2,704,2148
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA BOLIVARIANA DELTA AMACURO,4211,8,63,3403,1603,3340,2,14,4,2,1715,3403
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,CENTRO DE EDUCACION INICIAL ANDRES ELOY BLANCO,1208,3,14,909,602,895,1,7,0,0,285,909
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,UNIDAD EDUCATIVA SAN FRANCISCO JAVIER,3306,6,53,2683,1414,2630,0,9,1,2,1204,2683
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA TÉCNICA ROBINSONIANA INDUSTRIAL GENERALÍSIMO FRANCISCO DE MIRANDA,2129,4,22,1681,696,1659,0,10,1,0,952,1681
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA BÁSICA VICTOR LINO GÓMEZ,3976,7,77,3190,2046,3113,1,19,0,2,1045,3190
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,LICEO BOLIVARIANO RAFAEL SANCHEZ LOPEZ,1661,3,27,1369,1113,1342,1,4,0,0,224,1369
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,COMPLEJO EDUCATIVO JOSEFA CAMEJO,685,2,12,606,435,594,0,7,0,0,152,606
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,UNIDAD EDUCATIVA NICOLASA MEDINA DE ZAVALA,1735,3,24,1384,846,1360,0,6,0,0,508,1384
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA HOGAR T F PEDRO GONZALEZ RUIZ,199,1,6,188,160,182,0,1,0,0,21,188
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA BOLIVARIANA VICTOR RAUL SOTO,2186,4,37,1723,802,1686,1,7,1,0,875,1723
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,UNIDAD EDUCATIVA MARIANO DE TALAVERA,2655,5,57,2276,1034,2219,1,15,0,2,1167,2276
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA BOLIVARIANA CASA SAGRADA FAMILIA,607,2,20,536,407,516,0,6,0,0,103,536
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA PRIMARIA NACIONAL ANDRÉS ELOY BLANCO,3004,6,56,2395,1584,2339,1,9,0,1,744,2395
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA BASICA SANTA ELENA,1400,3,29,1209,760,1180,0,7,0,1,412,1209
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA BOLIVARIANA BENEDICTO MARMOL,3070,6,58,2760,1118,2702,0,9,0,1,1574,2760
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA BOLIVARIANA LAS ADJUNTAS,2572,5,35,2226,1480,2191,1,17,0,0,693,2226
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA BASICA 23 DE ENERO,2284,4,17,1839,1116,1822,2,16,1,1,686,1839
EDO. FALCON,MP. CARIRUBANA,PQ. CARIRUBANA,ESCUELA BOLIVARIANA PARAGUANÁ,3310,6,58,2921,1057,2863,0,5,3,0,1798,2921
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,ESCUELA BOLIVARIANA AURA MEDINA DE VENTURA,2515,5,79,2108,1295,2029,0,13,4,0,717,2108
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,UNIDAD EDUCATIVA AUTONOMO NICOLAS CURIEL COUTHINO,3636,7,48,3076,1147,3028,0,11,1,3,1866,3076
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,CENTRO DE EDUCACION INICIAL CIUDAD FEDERACION,452,1,12,417,347,405,0,3,0,0,55,417
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,LICEO BOLIVARIANO ALEJANDRO PETION,3907,7,72,3265,2092,3193,0,20,3,2,1076,3265
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,INSTITUTO CARDON,3891,7,26,3429,935,3403,0,13,1,1,2453,3429
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,ESCUELA BASICA BOLIVARIANA LA TRINIDAD,761,2,7,579,402,572,0,4,0,2,164,579
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,ESCUELA BOLIVARIANA ANTONIO EVARISTO ARCAYA,525,1,4,470,372,466,0,1,1,0,92,470
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,ESCUELA BOLIVARIANA PUNTA CARDÓN ANEXO,2392,5,55,1965,1286,1910,0,8,0,1,615,1965
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,UNIVERSIDAD NACIONAL ABIERTA U.N.A,1709,3,14,1493,425,1479,0,8,1,2,1043,1493
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,ESCUELA BASICA BOLIVARIANA ANDRES BELLO,2273,4,46,1970,1546,1924,0,7,1,1,369,1970
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,ESCUELA BÁSICA INES FUGUET DE PEÑA,1623,3,23,1443,615,1420,0,10,1,2,792,1443
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,ESCUELA BASICA SANTIAGO M. DAVALILLO,3282,6,43,2702,1701,2659,0,8,2,3,945,2702
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,LICEO BOLIVARIANO MAESTRO GALLEGOS,3142,6,74,2737,1895,2663,0,20,1,0,747,2737
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,CENTRO DE FORMACION INDUSTRIAL INCE PUNTO FIJO,1584,3,39,1306,802,1267,0,7,2,1,455,1306
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,CENTRO DE EDUCACIÓN INICIAL SANTIAGO DAVALILLO,1605,3,26,1290,759,1264,1,10,3,0,491,1290
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,UNIVERSIDAD BOLIVARIANA DE VENEZUELA,1255,3,19,1134,569,1115,0,6,1,2,537,1134
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,CENTRO DE ATENCION INTEGRAL PARA PERSONAS CON AUTISMO,2247,4,38,1978,1327,1940,0,14,1,3,595,1978
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,ESCUELA BOLIVARIANA LOS ROSALES,1496,3,30,1241,1072,1211,0,4,1,2,132,1241
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,ESCUELA BÁSICA ALICIA TREMONT DE MEDINA,2867,5,65,2390,1602,2325,0,11,1,0,711,2390
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,INSTITUTO JUAN XXIII LOS TURPIALES,2726,5,33,2297,401,2264,0,7,0,2,1854,2297
EDO. FALCON,MP. CARIRUBANA,PQ. PUNTA CARDON,CENTRO DE EDUCACION INICIAL 23 DE ENERO,532,1,8,493,348,485,0,2,1,0,134,493
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,ESCUELA BASICA LAS JAGUAS,199,1,3,164,123,161,0,1,0,0,37,164
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,ESCUELA BASICA BOLIVARIANA EL BUCHAL NER 122,597,1,6,444,225,438,0,2,0,0,211,444
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,ESCUELA BASICA ROGELIO ESPINOZA,527,1,5,422,214,417,0,3,0,1,199,422
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,ESCUELA PRIMARIA BOLIVARIANA LA SEÑORA,320,1,3,213,186,210,0,0,0,0,24,213
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,ESCUELA BASICA BOLIVARIANA JACINTO R. PACHANO,2826,5,70,2293,1260,2223,0,12,0,1,950,2293
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,ESCUELA BÁSICA POTRERITO
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,ESCUELA NACIONAL LA BARISIGUAS,626,2,4,504,274,500,0,4,0,0,222,504
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,ESCUELA PRIMARIA BOLIVARIANA SOUBLETTE,2156,4,46,1801,956,1755,0,6,1,0,792,1801
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,ESCUELA ESTADAL LAS FLORES,74,1,0,47,11,47,0,0,0,0,36,47
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,ESCUELA BASICA BOLIVARIANA INES OBERTO DE REYES,1028,2,20,834,446,814,1,5,0,0,362,834
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,ESCUELA BASICA BOLIVARIANA LAS DELICIAS,609,2,8,510,383,502,0,1,0,0,118,510
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,ESCUELA BASICA BOLIVARIANA GUILLERMO DE LEON,2642,5,48,2036,1016,1988,0,11,1,1,959,2036
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,UNIDAD EDUCATIVA ANGEL DOLORES COLMAN,1816,4,29,1455,708,1426,0,12,1,0,705,1455
EDO. FALCON,MP. DABAJURO,CM. DABAJURO,ESCUELA PRIMARIA BOLIVARIANA  TUPURITO,405,1,2,307,218,305,0,3,1,0,83,307
EDO. FALCON,MP. CACIQUE MANAURE,CM. YARACAL,ESCUELA BASICA BOLIVARIANA CAMPECHE NUEVO,479,1,6,363,175,357,0,5,0,0,177,363
EDO. FALCON,MP. CACIQUE MANAURE,CM. YARACAL,LICEO BOLIVARIANO YARACAL,1279,3,38,982,558,944,0,3,0,0,383,982
EDO. FALCON,MP. CACIQUE MANAURE,CM. YARACAL,ESCUELA BASICA BOLIVARIANA ALTAMIRA,1488,3,33,1184,652,1151,0,1,0,0,498,1184
EDO. FALCON,MP. CACIQUE MANAURE,CM. YARACAL,ESCUELA BASICA BOLIVARIANA YARACAL,2316,4,78,1781,989,1703,0,5,1,0,708,1781
EDO. FALCON,MP. CACIQUE MANAURE,CM. YARACAL,ESCUELA BOLIVARIANA EL CAIMAN,285,1,13,238,157,225,0,0,0,0,68,238
EDO. FALCON,MP. CACIQUE MANAURE,CM. YARACAL,ESCUELA BASICA BOLIVARIANA MARIA EUGENIA TOYO,2202,4,76,1770,1046,1694,0,16,1,1,630,1770
EDO. FALCON,MP. JACURA,PQ. ARAURIMA,ESCUELA BOLIVARIANA RIECITO. NER 373,320,1,10,255,186,245,0,2,0,0,57,255
EDO. FALCON,MP. JACURA,PQ. ARAURIMA,ESCUELA ESTADAL EL ENEA,294,1,7,228,160,221,0,0,0,0,61,228
EDO. FALCON,MP. JACURA,PQ. ARAURIMA,ESCUELA BASICA BOLIVARIANA MARIANO PICON SALAS,1407,3,11,1123,695,1112,0,5,0,1,411,1123
