Estado,Municipio,Parroquia,Centro,Número de Electores escrutados.,Número de Actas Procesadas.,Número total de Votos Nulos.,Número Total de Votantes que votaron realmente.,HUGO CHAVEZ,Número total de Votos Válidos.,ORLANDO CHIRINO,REINA SEQUERA,LUIS REYES,MARIA BOLIVAR,HENRIQUE CAPRILES RADONSKI,Número de Votos Escrutados.
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA NACIONAL CONCENTRADA SIN NUMERO,439,1,8,366,329,358,0,0,0,0,29,366
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,COLEGIO PRIVADO NUESTRA SEÑORA DE LOURDES,173,1,1,163,47,162,0,0,0,0,115,163
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA ESTADAL CONCENTRADA NUMERO 543,112,1,0,110,108,110,0,0,1,0,1,110
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA AMADIO MARQUEZ,3834,7,74,3093,2448,3019,0,21,2,0,548,3093
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA GENERAL CARLOS SOUBLETTE,555,1,10,500,414,490,0,3,0,0,73,500
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA POPULAR CATOLICA FE Y ALEGRIA,1844,4,40,1636,754,1596,0,8,0,0,834,1636
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA VIRGINIA DE RAMOS,2784,5,43,2326,1451,2283,1,11,0,0,820,2326
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA CONCENTRADA 19 DE ABRIL,2258,4,39,1797,1422,1758,1,9,1,0,325,1797
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,CASA DE SALUD,371,1,14,258,170,244,0,2,0,1,71,258
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,CICLO COMBINADO JOSE VICENTE DE UNDA,2380,5,44,1912,826,1868,1,11,1,3,1026,1912
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA SAN RAFAEL NUMERO 467,663,2,10,558,501,548,0,7,0,0,40,558
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,CENTRO DE ATENCION AL NIÑO  DOÑA BOLIVIA RIERA DE MARTINEZ,379,1,6,332,266,326,0,2,0,0,58,332
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,CENTRO DE BELLAS ARTES AMANDA MUÑOZ,108,1,0,104,45,104,0,0,0,0,59,104
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA JUAN FERNANDEZ DE LEON,3649,7,89,3075,1227,2986,1,30,1,2,1725,3075
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA ESTADAL MULTIGRADO NUMERO 55 EL PUENTE,367,1,4,291,262,287,0,0,2,0,23,291
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA GIRALUNA,2498,5,52,2127,691,2075,0,11,0,0,1373,2127
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA ESTADAL HORTENCIA PERAZA,2241,4,45,1712,1105,1667,0,13,0,1,548,1712
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BOLIVARIANA SAN RAFAEL DE LAS GUASDUAS NUMERO 51,375,1,10,312,257,302,0,2,1,0,42,312
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,UNIDAD EDUCATIVA PRIVADA COLEGIO CATOLICO SAN JOSE,335,1,9,305,187,296,0,1,1,0,107,305
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,FACULTAD DE MEDICINA EXTENCION GUANARE,571,1,22,525,240,503,0,2,1,1,259,525
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA DON SIMON RODRIGUEZ,890,2,25,728,507,703,0,8,1,0,187,728
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,CENTRO DE ATENCION INTEGRAL,1706,3,35,1571,836,1536,0,9,1,0,690,1571
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA ARNOLDO JOSE PERAZA,2378,4,59,2016,1550,1957,1,11,3,0,392,2016
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA ESTADAL 530,1237,3,30,1039,809,1009,1,11,1,0,187,1039
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,UNIDAD EDUCATIVA CESAR LIZARDO,191,1,5,171,75,166,0,1,0,0,90,171
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA DON ANTONIO TORREALBA,1762,3,28,1468,1082,1440,1,4,0,0,353,1468
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA GILBERTO OROPEZA,1487,3,22,1225,1021,1203,1,8,0,0,173,1225
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA JOSE MARIA VARGAS,2944,6,64,2410,1036,2346,0,20,1,0,1289,2410
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA ESTADAL RAFAEL ROBERTO GAVIDIA,893,2,43,773,538,730,0,5,1,0,186,773
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA NACIONAL DOCTOR MIGUEL ORAA,2292,4,35,1851,1046,1816,2,17,2,0,749,1851
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA CIUDAD DE GUANARE,3318,6,79,2636,1327,2557,3,21,4,2,1200,2636
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,JARDIN DE INFANCIA JOSE VICENTE DE UNDA,762,2,20,673,558,653,0,4,1,1,89,673
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,PRE ESCOLAR JUAN PABLO SEGUNDO,2398,5,43,2041,1680,1998,0,13,0,0,305,2041
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,GRUPO ESCOLAR NACIONAL DIEGO ANTONIO BRICEÑO,3076,6,62,2528,1722,2466,3,18,2,1,720,2528
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,CICLO BASICO COMBINADO DOCTOR FELIX SATURNINO ARISA,1535,3,32,1247,759,1215,1,12,1,0,442,1247
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,NUCLEO RURAL NUMERO 289 ESCUELA ESTADAL NUMERO 49.,186,1,5,162,143,157,0,2,0,0,12,162
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,COLEGIO UNIVERSITARIO FERMIN TORO,2831,5,38,2465,1315,2427,0,19,0,2,1091,2465
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA CONCENTRADA MIXTA NUMERO 14,158,1,7,121,83,114,0,0,0,0,31,121
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA ANDRES ELOY BLANCO,1397,3,29,1168,739,1139,1,9,1,0,389,1168
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA ANA DE ZAMBRANO ROA,1402,3,20,1245,579,1225,1,8,0,1,636,1245
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA UNITARIA NUMERO 56,77,1,0,62,59,62,0,0,1,0,2,62
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,PRE ESCOLAR LOS LLANERITOS,442,1,11,397,242,386,0,0,1,0,143,397
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA ESTADAL CONCENTRADA NUMERO 76 BUENA VISTA EL COCO
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,JARDIN DE INFANCIA,934,2,18,865,463,847,0,10,1,0,373,865
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA CONCENTRADA SIN NUMERO 5 DE JULIO,193,1,6,181,158,175,0,3,1,0,13,181
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA ESTADAL BASICA NICOMEDES CASTILLO,1703,3,33,1393,859,1360,2,8,2,0,489,1393
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA ESTADAL CONCENTRADA BASICA NUMERO 33,1146,2,15,908,706,893,0,4,0,0,183,908
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA ESTADAL CONCENTRADA NUMERO 9,295,1,6,201,162,195,2,2,0,0,29,201
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA GRADUADA BASICA TIERRA BUENA,996,2,16,851,747,835,2,2,0,0,84,851
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,JARDIN DE INFANCIA LOS CACHORRITOS,1383,3,20,1199,865,1179,2,13,0,1,298,1199
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,LICEO LA COMUNIDAD NUEVA,2354,4,44,2046,992,2002,0,11,0,0,999,2046
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,INTERNADO JUDICIAL,373,1,1,131,118,130,0,0,0,0,12,131
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,PRE ESCOLAR MATILDE DE PIERLUISSI,954,2,16,857,331,841,0,3,0,1,506,857
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,CENTRO MATERNAL BLANCA R. PEREZ,880,2,12,816,225,804,0,2,0,2,575,816
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA CONCENTRADA MIXTA NUMERO 53
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA PROFESORA CELINDA ADAMS,1221,3,25,1016,772,991,1,3,1,0,214,1016
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA ESTADAL CONCENTRADA NUMERO 15 NUCLEO ESCOLAR RURAL NUMERO 289,154,1,6,123,104,117,0,0,0,0,13,123
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA CONCENTRADA JOSE FELIX RIVAS,310,1,3,268,231,265,0,0,0,0,34,268
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,UNIDAD EDUCATIVA JOSE DE LOS SANTOS URRIOLA,409,1,6,334,263,328,0,3,0,0,62,334
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA ESTADAL GRADUADA NUMERO 16 LA CURVA TERESA DE LA PARRA,762,2,15,602,539,587,0,3,0,0,45,602
EDO. PORTUGUESA,CE. GUANARE,CM. GUANARE,ESCUELA BASICA TRADICIONAL NUMERO 469 ANTONIO JOSE DE SUCRE,814,2,31,676,510,645,0,7,0,0,128,676
EDO. PORTUGUESA,CE. GUANARE,PQ. CORDOBA,ESCUELA BASICA CORDOBA
EDO. PORTUGUESA,CE. GUANARE,PQ. CORDOBA,ESCUELA NACIONAL UNITARIA NUMERO 118 ANEXA CON MIXTA NUMERO 73,300,1,3,236,211,233,0,1,0,0,21,236
EDO. PORTUGUESA,CE. GUANARE,PQ. CORDOBA,ESCUELA ESTADAL CONCENTRADA NUMERO 78
EDO. PORTUGUESA,CE. GUANARE,PQ. CORDOBA,ESCUELA ESTADAL CONCENTRADA NUMERO 79
EDO. PORTUGUESA,CE. GUANARE,PQ. CORDOBA,ESCUELA NACIONAL UNITARIA NUMERO 211
EDO. PORTUGUESA,CE. GUANARE,PQ. CORDOBA,ESCUELA ESTADAL UNITARIA NUMERO 260,87,1,1,56,51,55,0,1,0,0,3,56
EDO. PORTUGUESA,CE. GUANARE,PQ. VIRGEN DE LA COROMOTO,UNIDAD EDUCATIVA NACIONAL TUCUPIDO,1508,3,45,1263,940,1218,0,6,0,1,271,1263
EDO. PORTUGUESA,CE. GUANARE,PQ. VIRGEN DE LA COROMOTO,ESCUELA ESTADAL CONCENTRADA NUMERO 23,296,1,9,238,185,229,0,1,0,0,43,238
EDO. PORTUGUESA,CE. GUANARE,PQ. VIRGEN DE LA COROMOTO,ESCUELA ESTADAL UNITARIA NUMERO 529 NER 30
EDO. PORTUGUESA,CE. GUANARE,PQ. VIRGEN DE LA COROMOTO,ESCUELA ESTATAL CONCENTRADA  546 LOS HIERROS,157,1,4,144,109,140,0,1,0,0,30,144
EDO. PORTUGUESA,CE. GUANARE,PQ. VIRGEN DE LA COROMOTO,E.T.C QUEBRADA DE LA VIRGEN,2236,4,60,1748,1307,1688,1,16,2,0,362,1748
EDO. PORTUGUESA,CE. GUANARE,PQ. VIRGEN DE LA COROMOTO,ESCUELA ESTADAL NUMERO 07 Y ANEXA NACIONAL,470,1,4,403,296,399,0,2,0,0,101,403
EDO. PORTUGUESA,CE. GUANARE,PQ. VIRGEN DE LA COROMOTO,ESCUELA ESTADAL CONCENTRADA NUMERO 11 NUCLEO 30,326,1,8,277,177,269,0,6,0,0,86,277
EDO. PORTUGUESA,CE. GUANARE,PQ. VIRGEN DE LA COROMOTO,ESCUELA ESTADAL CONCENTRADA NUMERO 12 Y ANEXA NACIONAL,806,2,32,685,561,653,0,4,3,0,85,685
EDO. PORTUGUESA,CE. GUANARE,PQ. VIRGEN DE LA COROMOTO,ESCUELA ESTADAL UNITARIA NUMERO 64,324,1,4,292,270,288,0,0,0,0,18,292
EDO. PORTUGUESA,CE. GUANARE,PQ. VIRGEN DE LA COROMOTO,ESCUELA BOLIVARIANA NEGRO PRIMERO NER 030,206,1,2,190,160,188,0,3,0,0,25,190
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JOSE DE LA MONTA#A,ESCUELA ESTADAL CONCENTRADA NUMERO 208,371,1,4,237,182,233,0,1,0,0,50,237
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JOSE DE LA MONTA#A,ESCUELA BASICA NUMERO 216 NUCLEO RURAL NUMERO 223
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JOSE DE LA MONTA#A,ESCUELA ESTADAL CONCENTRADA NUMERO 205
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JUAN GUANAGUANARE,ESCUELA BASICA ESTADAL CONCENTRADA LAS PLAYITAS NUMERO 5NER 11,213,1,3,189,185,186,0,0,0,0,1,189
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JUAN GUANAGUANARE,ESCUELA BASICA 3 DE NOVIEMBRE,2540,5,46,2096,1354,2050,2,15,4,2,673,2096
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JUAN GUANAGUANARE,ESCUELA ESTADAL NUMERO 10 Y ANEXA NACIONAL,644,2,9,512,408,503,1,1,3,0,90,512
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JUAN GUANAGUANARE,ESCUELA ESTADAL CONCENTRADA LOLA DE PACHECO,238,1,6,213,153,207,0,2,0,0,52,213
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JUAN GUANAGUANARE,CENTRO CULTURAL DON ANTONIO TORREALBA MESA DE CAVACA,264,1,3,236,171,233,0,0,0,0,62,236
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JUAN GUANAGUANARE,UNIDAD EDUCATIVA NACIONAL SAN JUAN DE GUANAGUANARE,1491,3,15,1290,832,1275,0,10,2,1,430,1290
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JUAN GUANAGUANARE,ESCUELA BASICA CONCENTRADA NUMERO 490,337,1,9,298,237,289,0,3,0,0,49,298
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JUAN GUANAGUANARE,UNIDAD CONCENTRADA NUMERO 277,267,1,2,207,188,205,0,2,2,0,13,207
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JUAN GUANAGUANARE,ESCUELA BASICA ESTADAL SIMON BOLIVAR,1231,3,26,969,672,943,0,11,0,0,260,969
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JUAN GUANAGUANARE,ESCUELA BASICA CONCENTRADA NUMERO 42,177,1,6,152,129,146,0,1,0,0,16,152
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JUAN GUANAGUANARE,ESCUELA UNITARIA SIN NUMERO EL BUEY,258,1,13,207,169,194,0,0,0,0,25,207
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JUAN GUANAGUANARE,ESCUELA ESTADAL CONCENTRADA NUMERO 47,510,1,11,445,279,434,0,2,0,0,153,445
EDO. PORTUGUESA,CE. GUANARE,PQ.SAN JUAN GUANAGUANARE,ESCUELA GRANJA OSCAR VILLANUEVA ANEXA NUMERO 390,1160,2,13,958,497,945,0,4,0,0,444,958
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,ESCUELA UNITARIA 405
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,ESCUELA CONCENTRADA 382,378,1,3,303,246,300,3,5,0,0,46,303
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,ESCUELA UNITARIA NUMERO 398,166,1,3,135,122,132,0,0,0,0,10,135
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,CICLO BASICO UVERAL,1021,2,21,768,616,747,1,9,4,0,117,768
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,ESCUELA ESTADAL CONCENTRADA NUMERO 370,190,1,3,161,115,158,0,3,0,0,40,161
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,ESCUELA ESTADAL 1912 402,606,2,13,490,406,477,0,1,1,0,69,490
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,ESCUELA ESTADAL CONCENTRADA NUMERO 381 MANTECAL,434,1,9,355,325,346,0,2,0,0,19,355
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,ESCUELA ESTADAL CONCENTRADA NUMERO 383 SAN JORGE,185,1,1,170,169,169,0,0,0,0,0,170
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,ESCUELA BASICA ESTADAL CONCENTRADA NUMERO 401,183,1,3,169,145,166,0,1,0,0,20,169
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,ESCUELA CONCENTRADA NUMERO 1890,246,1,3,210,181,207,0,0,0,1,25,210
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,ESCUELA ESTADAL UNITARIA 404,100,1,2,92,78,90,0,0,0,0,12,92
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,ESCUELA BASICA PAUJICITO,465,1,5,371,283,366,0,5,1,0,77,371
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,ESCUELA ESTADAL UNITARIA NUMERO 389,255,1,3,171,142,168,0,2,0,0,24,171
EDO. PORTUGUESA,MP. ESTELLER,PQ. UVERAL,ESCUELA ESTADAL CONCENTRADA EL PAJON NUMERO 388,265,1,4,217,177,213,0,1,0,0,35,217
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA ESTADAL UNITARIA NUMERO 489,336,1,5,294,272,289,0,1,0,0,16,294
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA ESTADAL CONCENTRADA NUMERO 395 LA PAVA,233,1,0,209,197,209,0,1,0,0,11,209
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA  ESTADAL CONCENTRADA  NUMERO 394,244,1,2,202,183,200,0,1,1,0,15,202
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA BASICA NACIONAL CONCENTRADA NUMERO 1892,218,1,0,192,183,192,0,0,0,0,9,192
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA ESTADAL UNITARIA NUMERO 393 EL DANTO,224,1,2,173,148,171,0,1,0,1,21,173
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA BASICA JESUS ALVARADO NUÑEZ,2396,5,33,1885,1232,1852,1,5,1,0,613,1885
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,CENTRO DE EDUCACION INICIAL LAS GUAFITAS,257,1,3,232,208,229,0,0,0,0,21,232
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA NACIONAL CONCENTRADA MIXTA NUMERO 2360,352,1,2,277,254,275,0,1,0,0,20,277
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA ESTADAL NUMERO 374,236,1,2,198,166,196,0,1,2,0,27,198
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA BASICA  ANTONIO RODRIGUEZ PICON,2637,5,55,2038,1434,1983,2,21,1,0,525,2038
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA ESTADAL CONCENTRADA NUMERO 371,338,1,7,295,240,288,0,1,0,0,47,295
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA ESTADAL CONCENTRADA NUMERO 375,333,1,10,273,229,263,2,2,1,0,29,273
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA ESTADAL CONCENTRADA NUMERO 377,346,1,1,303,295,302,1,0,0,0,6,303
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA BASICA LA GUTIERREÑA,449,1,10,378,305,368,0,7,2,0,54,378
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA ESTADAL UNITARIA NUMERO175,113,1,1,111,101,110,0,0,0,0,9,111
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA  ESTADAL CONCENTRADA  NUMERO 386,558,1,15,451,361,436,1,5,0,0,69,451
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,PARQUE DE RECREACION DIRIGIDA,1533,3,34,1338,765,1304,0,9,2,0,528,1338
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA ESTADAL CONCENTRADA NUMERO 2938,203,1,1,183,172,182,0,1,1,0,8,183
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA CONCENTRADA MIXTA NUMERO 384,462,1,4,388,340,384,0,0,0,1,43,388
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,UNIDAD CONCENTRADA JUAN ZABARCE,1586,3,22,1346,1062,1324,0,8,1,1,252,1346
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA BASICA PIRITU,2769,5,45,2317,1821,2272,1,13,0,2,435,2317
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA BASICA LOS CORRALES,807,2,3,641,576,638,0,3,2,0,57,641
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA BASICA MATIAS SALAZAR,1539,3,30,1313,1117,1283,1,6,0,0,159,1313
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA NACIONAL CONCENTRADA NUMERO 2935,429,1,7,325,286,318,0,2,1,0,29,325
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA ESTADAL UNITARIA LAS TRINCHERAS,410,1,7,332,273,325,0,2,0,0,50,332
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,INSTITUTO COMERCIAL PADRE ESTELLER,1356,3,41,1142,697,1101,0,14,1,0,389,1142
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA BASICA NACIONAL BANCO DEL PUEBLO,501,1,15,428,348,413,0,4,0,0,61,428
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA ESTADAL CONCENTRADA NUMERO 380,301,1,5,254,215,249,0,3,0,0,31,254
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,CICLO COMBINADO PABLO HERRERA CAMPINS,2917,5,70,2400,1481,2330,1,23,0,1,824,2400
EDO. PORTUGUESA,MP. ESTELLER,CM. PIRITU,ESCUELA ESTADAL CONCENTRADA NUMERO 385,271,1,3,239,209,236,0,3,0,0,24,239
EDO. PORTUGUESA,MP. SANTA ROSALIA,PQ. FLORIDA,ESCUELA BASICA NUEVA FLORIDA NUMERO 419
EDO. PORTUGUESA,MP. SANTA ROSALIA,PQ. FLORIDA,ESCUELA BASICA TUREN,1413,3,19,1088,888,1069,1,9,0,0,171,1088
EDO. PORTUGUESA,MP. SANTA ROSALIA,PQ. FLORIDA,ESCUELA BASICA ESTADAL CONCENTRADA NUMERO 162 LA REDOMA
EDO. PORTUGUESA,MP. SANTA ROSALIA,PQ. FLORIDA,ESCUELA UNITARIA EL TORO
EDO. PORTUGUESA,MP. SANTA ROSALIA,PQ. FLORIDA,ESCUELA BASICA ESTADAL UNITARIA LA 23
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,UNIDAD EDUCATIVA NACIONAL EL PLAYON,1007,2,13,858,621,845,1,6,0,0,217,858
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA BOLIVARIANA PUNTO FIJO
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA BASICA EL PLAYON,2249,4,36,1705,1196,1669,3,11,0,0,459,1705
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA BOLIVARIANA BARRIO UNIDO NUMERO 418,191,1,2,152,128,150,0,0,0,0,22,152
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA  BOLIVARIANA SAN PABLO,717,2,1,623,554,622,0,1,0,0,67,623
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA CONCENTRADA BOLIVARIANA POBLADO I
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA BASICA RAYITO DE LUZ,529,1,10,459,338,449,0,1,0,0,110,459
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA BOLIVARIANA LA FELICIDAD,283,1,4,260,248,256,0,1,0,0,7,260
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA BOLIVARIANA POBLADO II
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA BOLIVARIANA  MICRO SUR III,193,1,1,158,144,157,0,0,0,0,13,158
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA ESTADAL CONCENTRADA NUMERO 416 COGOTE
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA BASICA ESTADAL  NUMERO 417 EL GATEADO,965,2,11,777,664,766,0,2,1,0,99,777
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA CONCENTRADA NACIONAL MICRO SUR II,475,1,5,412,381,407,0,1,1,0,24,412
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA BOLIVARIANA NER 31,128,1,1,114,79,113,0,0,0,0,34,114
EDO. PORTUGUESA,MP. SANTA ROSALIA,CM. EL PLAYON,ESCUELA ESTADAL BOLIVARIANA NUMERO 429 COROZAL,182,1,9,154,106,145,0,3,0,0,36,154
EDO. PORTUGUESA,MP. TUREN,PQ. SAN ISIDRO LABRADOR,ESCUELA BASICA CHINGALI NUCLEO ESCOLAR RURAL 23,140,1,2,122,104,120,0,3,0,0,13,122
EDO. PORTUGUESA,MP. TUREN,PQ. SAN ISIDRO LABRADOR,ESCUELA BOLIVARIANA EL PALMAR,827,2,7,605,552,598,0,2,0,1,43,605
EDO. PORTUGUESA,MP. TUREN,PQ. SAN ISIDRO LABRADOR,ESCUELA ESTADAL CONCENTRADA LA ROGEÑA,231,1,0,201,189,201,0,1,2,0,9,201
EDO. PORTUGUESA,MP. TUREN,PQ. SAN ISIDRO LABRADOR,ESCUELA BOLIVARIANA MARIA ISABEL COLMENAREZ,1174,2,11,878,643,867,0,5,0,0,219,878
EDO. PORTUGUESA,MP. TUREN,PQ. SAN ISIDRO LABRADOR,ESCUELA TECNICA AGROPECUARIA LA COLONIA,1160,2,11,962,492,951,0,6,0,1,452,962
